id,query,hits,time,user_id,ip
2535,kosher,27,2021-11-19 16:04:52,0,
2536,halal,0,2021-11-19 16:05:18,0,
2537,zabiha,0,2021-11-19 16:05:26,0,
2538,60634,0,2021-11-19 16:05:35,0,
2539,middle eastern,5,2021-11-19 16:05:38,0,
2540,60634,0,2021-11-19 16:05:39,0,
2541,sushi,21,2021-11-19 16:05:55,0,
2542,60634,0,2021-11-19 16:06:13,0,
2543,habachi,0,2021-11-19 16:06:16,0,
2544,asian,4,2021-11-19 16:06:30,0,
2545,rpm italian,70,2021-11-19 16:56:51,0,
2546,italian,55,2021-11-19 17:14:11,0,
2547,italian in maryland,59,2021-11-19 17:14:32,0,
2548,asian,4,2021-11-19 17:16:45,0,
2549,seafood,63,2021-11-19 17:19:15,0,
2550,seafood,63,2021-11-19 17:19:17,0,
2551,seafood,63,2021-11-19 17:19:19,0,
2552,il porcelano,0,2021-11-19 17:30:14,0,
2553,seafood,63,2021-11-19 17:31:19,0,
2554,italian,55,2021-11-19 17:35:02,0,
2555,pizza,22,2021-11-19 17:37:27,0,
2556,burritos,2,2021-11-19 18:23:14,0,
2557,soup,22,2021-11-19 18:26:02,0,
2558,soup,22,2021-11-19 18:26:02,0,
2559,italian,55,2021-11-19 18:39:06,0,
2560,gift guide,44,2021-11-19 18:48:57,3,
2561,italian,55,2021-11-19 18:52:09,0,
2562,l woods,22,2021-11-19 18:53:44,0,
2563,pizza,22,2021-11-19 19:20:59,0,
2564,nutritional information,29,2021-11-19 19:34:50,0,
2565,barrington,0,2021-11-19 20:26:02,0,
2566,barrington,0,2021-11-19 20:28:15,0,
2567,seafood,63,2021-11-19 21:17:47,0,
2568,thanksgiving,25,2021-11-19 21:53:19,0,
2569,althea,0,2021-11-19 21:58:43,0,
2570,daytona beach,10,2021-11-19 21:58:59,0,
2571,daytona beach,10,2021-11-19 21:59:26,0,
2572,italian,55,2021-11-19 22:19:05,0,
2573,rosemont,22,2021-11-19 22:40:22,0,
2574,rosemont,22,2021-11-19 22:41:35,0,
2575,rosemont,22,2021-11-19 22:41:59,0,
2576,west sububs,10,2021-11-19 22:47:07,0,
2577,craws,0,2021-11-19 22:47:19,0,
2578,western suberbs,7,2021-11-19 22:47:34,0,
2579,chicago,138,2021-11-19 22:48:02,0,
2580,chicago suburbs,139,2021-11-19 22:49:14,0,
2581,woods,21,2021-11-19 22:50:17,0,
2582,woods,21,2021-11-19 22:50:19,0,
2583,maggianos,2,2021-11-19 22:51:47,0,
2584,private event spases chicago,152,2021-11-19 23:15:25,3,
2585,tinley park il,41,2021-11-19 23:51:16,0,
2586,tinley park il,41,2021-11-19 23:51:18,0,
2587,seafood,63,2021-11-19 23:59:51,0,
2588,steak,54,2021-11-20 0:17:20,0,
2589,steak,54,2021-11-20 0:17:22,0,
2590,/index/thinkapp/invokefunction,1,2021-11-20 0:43:58,0,
2591,las vegas,46,2021-11-20 2:07:58,0,
2592,salad,34,2021-11-20 2:08:42,0,
2593,restaurants in silver spring md,85,2021-11-20 2:09:30,0,
2594,restaurants in silver spring md,85,2021-11-20 2:09:59,0,
2595,seafood,63,2021-11-20 2:54:54,0,
2596,italian,55,2021-11-20 3:55:15,0,
2597,seattle,0,2021-11-20 4:03:22,0,
2598,gift cards,24,2021-11-20 4:55:39,0,
2599,korean bbq,25,2021-11-20 5:32:32,0,
2600,steaks,13,2021-11-20 5:33:36,0,
2601,/index/thinkapp/invokefunction,1,2021-11-20 12:32:07,0,
2602,wagyu,3,2021-11-20 12:45:40,0,
2603,steak,54,2021-11-20 12:46:13,0,
2604,family meals,55,2021-11-20 14:03:14,0,
2605,60638,0,2021-11-20 14:51:13,0,
2606,mon ami gabi,36,2021-11-20 15:06:17,0,
2607,boston restaurant,101,2021-11-20 15:18:39,0,
2608,austin,34,2021-11-20 15:36:30,0,
2609,drinks,18,2021-11-20 16:02:40,0,
2610,river north,79,2021-11-20 16:14:03,0,
2611,italian,55,2021-11-20 16:57:44,0,
2612,italian,55,2021-11-20 16:58:09,0,
2613,restaurants in las vegas,94,2021-11-20 17:04:49,0,
2614,rpm,48,2021-11-20 17:57:06,0,
2615,"madison, wi",1,2021-11-20 18:11:42,0,
2616,frequent diner club,29,2021-11-20 19:01:19,0,
2617,seafood,63,2021-11-20 19:04:20,0,
2618,/index/thinkapp/invokefunction,1,2021-11-20 19:24:09,0,
2619,italian,55,2021-11-20 19:26:16,0,
2620,joe's stone,51,2021-11-20 19:47:56,0,
2621,florida,7,2021-11-20 19:54:17,0,
2622,florida,7,2021-11-20 19:54:29,0,
2623,orlando florida,7,2021-11-20 19:54:54,0,
2624,steak,54,2021-11-20 20:42:46,0,
2625,italian,55,2021-11-20 20:54:17,0,
2626,iitalian,0,2021-11-20 21:01:31,0,
2627,italian,55,2021-11-20 21:01:44,0,
2628,italian,55,2021-11-20 21:06:59,0,
2629,33133,0,2021-11-20 21:09:19,0,
2630,italian,55,2021-11-20 21:11:06,0,
2631,cafe babareba,28,2021-11-20 21:23:03,0,
2632,cafe babareba,28,2021-11-20 21:23:08,0,
2633,lincolnwood,5,2021-11-20 21:23:18,0,
2634,lincolnwood,5,2021-11-20 21:25:56,0,
2635,american,17,2021-11-20 21:26:20,0,
2636,italian,55,2021-11-20 21:53:04,0,
2637,orlando,0,2021-11-20 22:28:06,0,
2638,thanksgiving,25,2021-11-20 22:30:25,0,
2639,burgers,20,2021-11-20 22:48:57,0,
2640,red lobster,52,2021-11-20 22:58:06,0,
2641,33133,0,2021-11-20 23:04:13,0,
2642,steak,54,2021-11-20 23:20:47,0,
2643,hugos,0,2021-11-20 23:30:46,0,
2644,italian,55,2021-11-20 23:49:44,0,
2645,italian,55,2021-11-20 23:49:51,0,
2646,italian,55,2021-11-20 23:52:02,0,
2647,ava,77,2021-11-21 0:00:23,0,
2648,ava,77,2021-11-21 0:00:33,0,
2649,60555,0,2021-11-21 0:14:00,0,
2650,naperville,0,2021-11-21 0:15:11,0,
2651,dinner,69,2021-11-21 0:16:00,0,
2652,ej,0,2021-11-21 0:26:14,0,
2653,ej’s,0,2021-11-21 0:26:25,0,
2654,ej’s,0,2021-11-21 0:26:33,0,
2655,illinois,36,2021-11-21 0:26:49,0,
2656,illinois,36,2021-11-21 0:26:52,0,
2657,illinois restaurants,91,2021-11-21 0:28:51,0,
2658,illinois restaurants,91,2021-11-21 0:28:54,0,
2659,minneapolis,3,2021-11-21 0:48:02,0,
2660,ava,77,2021-11-21 1:10:38,0,
2661,hub 51,23,2021-11-21 1:54:59,0,
2662,chinese,7,2021-11-21 1:59:36,0,
2663,chang,18,2021-11-21 1:59:55,0,
2664,sketch,0,2021-11-21 2:00:21,0,
2665,pf,0,2021-11-21 2:00:59,0,
2666,washington dc,41,2021-11-21 2:01:17,0,
2667,washington dc,41,2021-11-21 2:01:19,0,
2668,schaumburg,25,2021-11-21 2:06:48,0,
2669,schaumburg,25,2021-11-21 2:09:18,0,
2670,schaumburg,25,2021-11-21 2:10:28,0,
2671,schaumburg,25,2021-11-21 2:10:45,0,
2672,pizza,22,2021-11-21 2:26:16,0,
2673,pizza,22,2021-11-21 3:52:44,0,
2674,korean barbecue,8,2021-11-21 4:26:33,0,
2675,iron age,4,2021-11-21 4:28:53,0,
2676,iron age,4,2021-11-21 4:30:46,0,
2677,korean barbecue,8,2021-11-21 4:30:50,0,
2678,steakhouse,4,2021-11-21 4:31:06,0,
2679,fogo de chao,1,2021-11-21 4:31:46,0,
2680,logo de chao,1,2021-11-21 4:31:59,0,
2681,fogo de chao,1,2021-11-21 4:32:27,0,
2682,/index/thinkapp/invokefunction,1,2021-11-21 8:00:44,0,
2683,chicago,138,2021-11-21 13:17:48,0,
2684,60103,0,2021-11-21 13:46:10,0,
2685,ema,24,2021-11-21 14:03:12,0,
2686,/index/thinkapp/invokefunction,1,2021-11-21 14:49:10,0,
2687,lil baba reba,17,2021-11-21 14:53:34,0,
2688,iowa,1,2021-11-21 15:16:24,0,
2689,brunch,29,2021-11-21 15:37:32,0,
2690,lomein,0,2021-11-21 16:14:49,0,
2691,lomein,0,2021-11-21 16:16:35,0,
2692,italian,55,2021-11-21 16:17:26,0,
2693,lo mein,0,2021-11-21 16:18:42,0,
2694,italian,55,2021-11-21 16:20:36,0,
2695,illinois,36,2021-11-21 16:22:42,0,
2696,illinois,36,2021-11-21 16:22:55,0,
2697,italian,55,2021-11-21 16:48:55,0,
2698,italian,55,2021-11-21 16:48:58,0,
2699,italian,55,2021-11-21 16:49:00,0,
2700,italian,55,2021-11-21 16:49:12,0,
2701,pizza,22,2021-11-21 16:57:53,0,
2702,joe's,47,2021-11-21 17:18:41,0,
2703,l woods,21,2021-11-21 17:31:51,0,
2704,sushi,22,2021-11-21 17:53:16,0,
2705,chicago restaurants,162,2021-11-21 18:10:18,0,
2706,hub 51,23,2021-11-21 18:13:21,0,
2707,chicago restaurants,162,2021-11-21 18:13:28,0,
2708,ramen,17,2021-11-21 18:14:50,0,
2709,ramen,17,2021-11-21 18:16:16,0,
2710,joes,8,2021-11-21 18:58:20,0,
2711,joes,8,2021-11-21 19:00:34,0,
2712,33598,0,2021-11-21 19:00:47,0,
2713,33598,0,2021-11-21 19:01:02,0,
2714,brazilian,0,2021-11-21 19:08:58,0,
2715,lunch,40,2021-11-21 19:10:23,0,
2716,lunch chicago,149,2021-11-21 19:10:41,0,
2717,perry’s steakhouse,4,2021-11-21 19:12:21,0,
2718,perry’mm,0,2021-11-21 19:13:29,0,
2719,gibson,0,2021-11-21 19:16:08,0,
2720,steak,54,2021-11-21 19:47:49,0,
2721,japanese,13,2021-11-21 20:06:20,0,
2722,japanese,13,2021-11-21 20:08:00,0,
2723,crab,66,2021-11-21 20:08:07,0,
2724,wild fire,6,2021-11-21 21:37:42,0,
2725,wild fire,6,2021-11-21 21:38:23,0,
2726,chicago,138,2021-11-21 21:50:08,0,
2727,joes,8,2021-11-21 22:03:27,0,
2728,60106,0,2021-11-21 22:07:33,0,
2729,crab,66,2021-11-21 22:11:39,0,
2730,crab,66,2021-11-21 22:11:42,0,
2731,crab,66,2021-11-21 22:13:32,0,
2732,bbq,25,2021-11-21 22:33:27,0,
2733,joes,8,2021-11-21 22:40:19,0,
2734,thanksgiving,25,2021-11-22 0:06:25,0,
2735,thanksgiving,25,2021-11-22 0:07:06,0,
2736,thanksgiving,25,2021-11-22 0:07:07,0,
2737,thanksgiving memphis,25,2021-11-22 0:07:17,0,
2738,thanksgiving memphis tn,25,2021-11-22 0:07:54,0,
2739,thanksgiving memphis tn,25,2021-11-22 0:07:58,0,
2740,thanksgiving memphis tn,25,2021-11-22 0:07:59,0,
2741,thanksgiving memphis tn,25,2021-11-22 0:08:00,0,
2742,thanksgiving memphis tn,25,2021-11-22 0:08:00,0,
2743,thanksgiving memphis tn,25,2021-11-22 0:08:01,0,
2744,thanksgiving memphis tn,25,2021-11-22 0:08:08,0,
2745,thanksgiving memphis tn,25,2021-11-22 0:08:09,0,
2746,thanksgiving memphis tn,25,2021-11-22 0:08:09,0,
2747,thanksgiving memphis tn,25,2021-11-22 0:08:10,0,
2748,thanksgiving memphis tn,25,2021-11-22 0:08:11,0,
2749,thanksgiving memphis tn,25,2021-11-22 0:08:12,0,
2750,texas,20,2021-11-22 0:10:53,0,
2751,ramen,17,2021-11-22 0:16:01,0,
2752,italian,55,2021-11-22 0:22:41,0,
2753,corn bread,51,2021-11-22 1:07:40,0,
2754,foto de chao,1,2021-11-22 1:28:31,0,
2755,fogo de chao,1,2021-11-22 1:28:45,0,
2756,texas de brasil,20,2021-11-22 1:29:53,0,
2757,fogo de chao,1,2021-11-22 1:30:19,0,
2758,foto de chao,1,2021-11-22 1:30:22,0,
2759,brunch,29,2021-11-22 1:56:16,0,
2760,75244,0,2021-11-22 3:24:47,0,
2761,78753,0,2021-11-22 3:24:58,0,
2762,japanese,13,2021-11-22 3:33:31,0,
2763,japanese,13,2021-11-22 3:36:09,0,
2764,/index/thinkapp/invokefunction,1,2021-11-22 3:43:28,0,
2765,steak house,101,2021-11-22 5:05:48,0,
2766,joe’s,47,2021-11-22 5:27:17,0,
2767,joes,8,2021-11-22 5:29:00,0,
2768,rpm,48,2021-11-22 6:16:51,0,
2769,las vegas,46,2021-11-22 6:17:49,0,
2770,las vegas,46,2021-11-22 6:17:51,0,
2771,las vegas,46,2021-11-22 6:17:53,0,
2772,las vegas,46,2021-11-22 6:17:55,0,
2773,careers,0,2021-11-22 6:19:25,0,
2774,/index/thinkapp/invokefunction,1,2021-11-22 10:31:54,0,
2775,steak,54,2021-11-22 12:45:30,0,
2776,steak,54,2021-11-22 12:46:38,0,
2777,gift card balance,34,2021-11-22 15:01:27,0,
2778,l woods,21,2021-11-22 15:30:55,0,
2779,"little rock, ar",39,2021-11-22 15:35:57,0,
2780,restaurant list and locations,123,2021-11-22 16:08:06,0,
2781,list of restaurants,93,2021-11-22 16:08:47,0,
2782,lemon olive oil pound cake,88,2021-11-22 16:22:57,0,
2783,lemon olive oil pound cake,88,2021-11-22 16:24:46,0,
2784,dim sum,65,2021-11-22 16:30:17,0,
2785,minnesota,20,2021-11-22 16:48:09,0,
2786,las vegas,46,2021-11-22 17:02:38,0,
2787,steak,54,2021-11-22 17:29:00,0,
2788,wildfire,54,2021-11-22 17:29:25,0,
2789,texas de brazil,23,2021-11-22 17:58:57,0,
2790,wings,11,2021-11-22 18:25:08,0,
2791,wildfire,54,2021-11-22 18:36:21,0,
2792,recipes,15,2021-11-22 19:05:43,0,
2793,abba,0,2021-11-22 19:19:56,0,
2794,abba,0,2021-11-22 19:24:27,0,
2795,locations,29,2021-11-22 19:36:36,0,
2796,pizza,22,2021-11-22 19:37:40,0,
2797,pizzas,29,2021-11-22 19:40:54,0,
2798,pizzas,29,2021-11-22 19:42:27,0,
2799,lemon olive oil pound cake,89,2021-11-22 19:58:42,0,
2800,lemon olive oil pound cake,89,2021-11-22 19:59:13,0,
2801,thanksgiving,25,2021-11-22 20:03:11,0,
2802,chili bub city,53,2021-11-22 20:05:46,3,
2803,arizona,2,2021-11-22 20:10:02,0,
2804,arizona,2,2021-11-22 20:11:27,0,
2805,arizona,2,2021-11-22 20:11:38,0,
2806,las vegas,47,2021-11-22 20:11:48,0,
2807,the drake,0,2021-11-22 20:12:19,0,
2808,the drake,0,2021-11-22 20:12:27,0,
2809,the drake,0,2021-11-22 20:12:51,0,
2810,las vegas,47,2021-11-22 20:13:50,0,
2811,las vegas,47,2021-11-22 20:16:20,0,
2812,arizona,2,2021-11-22 20:16:28,0,
2813,arizona,2,2021-11-22 20:16:41,0,
2814,seasons 52,7,2021-11-22 20:22:11,0,
2815,seasons 52,7,2021-11-22 20:22:34,0,
2816,arizona,2,2021-11-22 20:26:00,0,
2817,italian,55,2021-11-22 21:02:47,0,
2818,mon ami,36,2021-11-22 21:35:32,0,
2819,mon ami,36,2021-11-22 21:36:58,0,
2820,check gift card balance,78,2021-11-22 21:53:55,0,
2821,gift card balance,35,2021-11-22 21:54:37,0,
2822,sushi,22,2021-11-22 22:00:49,0,
2823,happy hour,51,2021-11-22 22:10:35,0,
2824,happy hour,51,2021-11-22 22:10:54,0,
2825,happy hour chicago,158,2021-11-22 22:11:05,0,
2826,happy hour chicago,158,2021-11-22 22:11:08,0,
2827,sushi,22,2021-11-22 22:20:28,0,
2828,spanish,15,2021-11-22 22:23:52,0,
2829,ema,24,2021-11-22 22:27:36,0,
2830,new years,66,2021-11-22 22:28:42,0,
2831,new years,66,2021-11-22 22:29:50,0,
2832,chocolate cake,43,2021-11-22 22:50:05,0,
2833,sushi,22,2021-11-22 23:00:18,0,
2834,naoki,2,2021-11-22 23:39:55,0,
2835,sushi,22,2021-11-22 23:40:06,0,
2836,sushi,22,2021-11-23 0:28:08,0,
2837,sushi,22,2021-11-23 0:34:36,0,
2838,breakfast,19,2021-11-23 0:40:02,0,
2839,wildlife,0,2021-11-23 0:41:35,0,
2840,wildfire,54,2021-11-23 0:42:24,0,
2841,60555,0,2021-11-23 0:53:55,0,
2842,shaws,6,2021-11-23 1:06:27,0,
2843,christmas eve,5,2021-11-23 1:27:37,0,
2844,chicago,139,2021-11-23 1:28:38,0,
2845,joe's seafood,71,2021-11-23 1:29:25,0,
2846,joe's seafood,71,2021-11-23 1:29:27,0,
2847,joe's seafood,71,2021-11-23 1:30:03,0,
2848,sushi,22,2021-11-23 1:42:32,0,
2849,sushi,22,2021-11-23 1:47:37,0,
2850,rooftop,5,2021-11-23 2:14:44,0,
2851,steak,54,2021-11-23 2:19:35,0,
2852,steak,54,2021-11-23 2:19:38,0,
2853,steak,54,2021-11-23 2:28:04,0,
2854,crab legs,69,2021-11-23 2:28:32,0,
2855,crab legs,69,2021-11-23 2:28:34,0,
2856,crab legs,69,2021-11-23 2:30:07,0,
2857,fried chicken,83,2021-11-23 2:30:32,0,
2858,tacos,9,2021-11-23 2:38:03,0,
2859,tacos,9,2021-11-23 2:38:57,0,
2860,60441,0,2021-11-23 3:10:13,0,
2861,sushi,22,2021-11-23 3:47:28,0,
2862,check gift card balance,78,2021-11-23 3:52:24,0,
2863,check gift card balance,78,2021-11-23 3:53:21,0,
2864,italian,55,2021-11-23 3:57:53,0,
2865,/index/thinkapp/invokefunction,1,2021-11-23 5:56:01,0,
2866,60623,0,2021-11-23 6:52:29,0,
2867,60623,0,2021-11-23 6:52:36,0,
2868,asian,4,2021-11-23 6:52:45,0,
2869,steakhouse,4,2021-11-23 6:53:14,0,
2870,thanksgiving,25,2021-11-23 12:26:45,0,
2871,black friday,71,2021-11-23 13:20:28,0,
2872,60185,0,2021-11-23 14:04:57,0,
2873,thanksgiving dinner,85,2021-11-23 14:48:49,0,
2874,thanksgiving dinner,85,2021-11-23 14:48:52,0,
2875,thanksgiving dinner near arlington heights,100,2021-11-23 14:49:18,0,
2876,thanksgiving dinner near arlington heights,100,2021-11-23 14:49:56,0,
2877,soup,23,2021-11-23 15:01:48,0,
2878,soup,23,2021-11-23 15:02:47,0,
2879,beatrix,47,2021-11-23 15:40:36,0,
2880,ema,24,2021-11-23 15:47:11,0,
2881,thanksgiving,25,2021-11-23 16:19:43,0,
2882,thanksgiving dinner near arlington heights,100,2021-11-23 16:24:56,0,
2883,thanksgiving dinner,85,2021-11-23 16:25:00,0,
2884,greek food,83,2021-11-23 16:38:27,0,
2885,greek food,83,2021-11-23 16:38:30,0,
2886,thanksgiving,25,2021-11-23 16:47:03,0,
2887,wild fire,7,2021-11-23 17:02:50,0,
2888,wild fire tyson’s corner,14,2021-11-23 17:03:06,0,
2889,beatrix,47,2021-11-23 17:19:17,0,
2890,ema,24,2021-11-23 18:02:47,0,
2891,ema,24,2021-11-23 18:02:49,0,
2892,las vegas restaurants,95,2021-11-23 18:04:03,0,
2893,las vegas restaurants,95,2021-11-23 18:06:08,0,
2894,lakeview,0,2021-11-23 18:46:59,0,
2895,lakeview,0,2021-11-23 18:47:23,0,
2896,lakeview,0,2021-11-23 18:47:45,0,
2897,lakeview,0,2021-11-23 18:48:19,0,
2898,nuts,5,2021-11-23 19:26:56,0,
2899,washington dc,42,2021-11-23 19:31:35,0,
2900,vegas,49,2021-11-23 19:33:42,0,
2901,vegas,49,2021-11-23 19:33:44,0,
2902,vegas,49,2021-11-23 19:33:46,0,
2903,restarants in chicago,139,2021-11-23 19:41:32,0,
2904,saint charles,2,2021-11-23 20:00:46,0,
2905,wildfire glenview,54,2021-11-23 20:21:06,0,
2906,schaumburg,25,2021-11-23 20:51:42,0,
2907,richs favorite things,85,2021-11-23 20:56:16,3,
2908,holiday happenings,39,2021-11-23 21:05:30,3,
2909,lil baba reeba,31,2021-11-23 21:09:15,0,
2910,lil baba reeba,31,2021-11-23 21:15:34,0,
2911,latkes,3,2021-11-23 21:25:20,0,
2912,latkes,3,2021-11-23 21:33:20,0,
2913,latkes,3,2021-11-23 21:33:34,0,
2914,latkes,3,2021-11-23 21:33:37,0,
2915,summer house santa monica,100,2021-11-23 21:35:37,0,
2916,summer house santa monica,100,2021-11-23 21:35:40,0,
2917,chicago,140,2021-11-23 21:52:47,0,
2918,60607,0,2021-11-23 21:54:40,0,
2919,60607,0,2021-11-23 21:56:25,0,
2920,chicago,140,2021-11-23 21:56:26,0,
2921,rooh chicago,140,2021-11-23 21:58:23,0,
2922,pasta,71,2021-11-23 22:23:57,0,
2923,hampton,0,2021-11-23 22:24:18,0,
2924,fish tacos,33,2021-11-23 22:24:25,0,
2925,shrimp tacos,20,2021-11-23 22:24:31,0,
2926,aba,40,2021-11-23 22:37:32,0,
2927,aba,40,2021-11-23 22:37:34,0,
2928,hampton social,11,2021-11-23 23:20:46,0,
2929,60108,0,2021-11-23 23:38:53,0,
2930,sushi,23,2021-11-23 23:44:36,0,
2931,ema,26,2021-11-24 1:31:15,0,
2932,ema,26,2021-11-24 1:31:16,0,
2933,/index/thinkapp/invokefunction,1,2021-11-24 1:39:47,0,
2934,do-tite,9,2021-11-24 2:28:05,0,
2935,do-rite,1,2021-11-24 2:28:10,0,
2936,seafood,68,2021-11-24 2:53:17,0,
2937,pizza,23,2021-11-24 3:08:04,0,
2938,pies,22,2021-11-24 3:23:45,0,
2939,rj grunts,22,2021-11-24 3:59:58,0,
2940,maggiano’s on grand,14,2021-11-24 4:49:38,0,
2941,italian,57,2021-11-24 10:17:35,0,
2942,stk,0,2021-11-24 10:43:03,0,
2943,italian,57,2021-11-24 11:13:16,0,
2944,italian,57,2021-11-24 11:13:18,0,
2945,eiffle tower,28,2021-11-24 11:55:45,0,
2946,texas de brazil,23,2021-11-24 11:56:16,0,
2947,/index/thinkapp/invokefunction,1,2021-11-24 14:21:34,0,
2948,italian,57,2021-11-24 15:04:18,0,
2949,jazz music,14,2021-11-24 15:17:17,0,
2950,charity,0,2021-11-24 16:27:01,0,
2951,support,8,2021-11-24 16:27:09,0,
2952,donate,1,2021-11-24 16:27:42,0,
2953,60053,0,2021-11-24 16:49:22,0,
2954,60053,0,2021-11-24 16:49:56,0,
2955,60053,0,2021-11-24 16:50:09,0,
2956,60053,0,2021-11-24 16:50:48,0,
2957,60053,0,2021-11-24 16:51:09,0,
2958,60053,0,2021-11-24 16:51:29,0,
2959,60053,0,2021-11-24 16:51:51,0,
2960,60053,0,2021-11-24 16:52:04,0,
2961,60053,0,2021-11-24 16:52:11,0,
2962,60201,0,2021-11-24 16:53:30,0,
2963,lunch,45,2021-11-24 17:05:09,6,
2964,catering,16,2021-11-24 17:10:16,0,
2965,chicago,141,2021-11-24 17:22:26,0,
2966,chicago,141,2021-11-24 17:24:48,0,
2967,italian,57,2021-11-24 17:28:55,0,
2968,lettuce,120,2021-11-24 19:08:59,0,
2969,salad,39,2021-11-24 19:09:10,0,
2970,pizza,23,2021-11-24 19:09:35,0,
2971,pizzeria,44,2021-11-24 19:09:55,0,
2972,pizza,23,2021-11-24 19:10:06,0,
2973,salad,39,2021-11-24 19:11:13,0,
2974,bbq rids,25,2021-11-24 19:11:35,0,
2975,bbq rids,25,2021-11-24 19:11:45,0,
2976,italian,57,2021-11-24 19:57:35,0,
2977,tapas,13,2021-11-24 20:10:16,0,
2978,reston town center,36,2021-11-24 20:14:05,0,
2979,austin texas,44,2021-11-24 20:48:40,0,
2980,stella barra,33,2021-11-24 21:25:11,0,
2981,bills pizza,23,2021-11-24 21:25:39,0,
2982,pizza,23,2021-11-24 21:26:37,0,
2983,l woods,22,2021-11-24 21:32:11,0,
2984,l woods,22,2021-11-24 22:12:34,0,
2985,maggianos,2,2021-11-24 22:18:22,0,
2986,l woods,22,2021-11-24 22:48:42,0,
2987,33558,0,2021-11-24 22:52:34,0,
2988,mexican,11,2021-11-24 23:09:49,0,
2989,60803,0,2021-11-24 23:36:06,0,
2990,60803,0,2021-11-24 23:42:00,0,
2991,60803,0,2021-11-24 23:42:21,0,
2992,chicago,141,2021-11-24 23:42:34,0,
2993,alsip,0,2021-11-24 23:42:59,0,
2994,alsip,0,2021-11-24 23:43:03,0,
2995,orland park,43,2021-11-24 23:43:42,0,
2996,doc,1,2021-11-24 23:44:14,0,
2997,orland park,43,2021-11-24 23:46:05,0,
2998,alsip,0,2021-11-24 23:46:07,0,
2999,alsip,0,2021-11-24 23:46:08,0,
3000,alsip,0,2021-11-24 23:49:21,0,
3001,thanksgiving dinner,89,2021-11-24 23:56:09,0,
3002,thanksgiving dinner,89,2021-11-24 23:56:11,0,
3003,ema,26,2021-11-25 0:03:12,0,
3004,crab,72,2021-11-25 0:27:52,0,
3005,crab,72,2021-11-25 0:29:20,0,
3006,crab legs,74,2021-11-25 0:29:36,0,
3007,rj grunts,22,2021-11-25 0:29:37,0,
3008,12084,0,2021-11-25 0:30:25,0,
3009,lunch,46,2021-11-25 0:36:41,0,
3010,sushi,23,2021-11-25 0:50:20,0,
3011,maggianos,2,2021-11-25 1:03:46,0,
3012,italian,57,2021-11-25 1:36:36,0,
3013,steak,59,2021-11-25 1:40:54,0,
3014,where can i buy gift card in person,61,2021-11-25 3:43:15,0,
3015,where can i buy gift card in person,61,2021-11-25 3:43:22,0,
3016,cajun,0,2021-11-25 3:58:08,0,
3017,cajun,0,2021-11-25 3:58:53,0,
3018,ramen,17,2021-11-25 3:59:25,0,
3019,/index/thinkapp/invokefunction,1,2021-11-25 9:34:26,0,
3020,60013,0,2021-11-25 13:41:51,0,
3021,beatrix,48,2021-11-25 15:57:59,0,
3022,beatrix,48,2021-11-25 16:02:17,0,
3023,florid,8,2021-11-25 16:49:21,0,
3024,florida,7,2021-11-25 16:49:26,0,
3025,florid,8,2021-11-25 16:49:54,0,
3026,pizza,23,2021-11-25 16:52:41,0,
3027,thanksgiving dinner,89,2021-11-25 16:53:52,0,
3028,pizza,23,2021-11-25 16:53:57,0,
3029,arizona,2,2021-11-25 16:56:17,0,
3030,60611,0,2021-11-25 16:57:39,0,
3031,60611,0,2021-11-25 16:58:20,0,
3032,60611,0,2021-11-25 16:59:29,0,
3033,thanksgiving dinner,89,2021-11-25 17:00:46,0,
3034,60089,0,2021-11-25 17:20:21,0,
3035,/index/thinkapp/invokefunction,1,2021-11-25 17:26:15,0,
3036,gluten,24,2021-11-25 18:08:04,0,
3037,breakfast,20,2021-11-25 18:14:17,0,
3038,breakfast,20,2021-11-25 18:19:03,0,
3039,italian,57,2021-11-25 18:23:23,0,
3040,stone crab,75,2021-11-25 18:24:51,0,
3041,60634,0,2021-11-25 18:57:17,0,
3042,crab house,109,2021-11-25 20:25:37,0,
3043,maggie is,0,2021-11-25 23:14:49,0,
3044,maggianos,2,2021-11-25 23:15:00,0,
3045,60607,0,2021-11-25 23:26:13,0,
3046,chicago,141,2021-11-25 23:26:28,0,
3047,chicago,141,2021-11-25 23:26:31,0,
3048,chicago,141,2021-11-25 23:26:34,0,
3049,chicago,141,2021-11-25 23:26:37,0,
3050,chicago,141,2021-11-25 23:26:40,0,
3051,chicago,141,2021-11-25 23:26:43,0,
3052,restaurants,85,2021-11-25 23:43:48,0,
3053,seafood,69,2021-11-26 0:26:49,0,
3054,50% military discount,1,2021-11-26 2:38:20,0,
3055,60506,0,2021-11-26 3:00:36,0,
3056,aurora i’ll,2,2021-11-26 3:00:51,0,
3057,logout,0,2021-11-26 3:58:39,0,
3058,frequent diner club,30,2021-11-26 4:00:21,0,
3059,italian,57,2021-11-26 4:26:51,0,
3060,/index/thinkapp/invokefunction,1,2021-11-26 12:12:17,0,
3061,pies,22,2021-11-26 12:13:18,0,
3062,sierra tavern,1,2021-11-26 13:34:26,0,
3063,pub,8,2021-11-26 14:17:39,0,
3064,burger,26,2021-11-26 14:57:18,0,
3065,entertain you restaurants,107,2021-11-26 15:34:51,0,
3066,rpm seafood,75,2021-11-26 16:10:53,0,
3067,entertain you restaurants,98,2021-11-26 16:21:23,0,
3068,60607,0,2021-11-26 16:28:42,0,
